90.373,64.057,17.241
89.487,62.233,17.575
83.467,63.371,17.169
84.115,64.206,18.023
77.855,62.162,17.164
73.514,58.074,17.716
74.527,56.604,18.346
69.459,60.419,17.156
65.489,59.733,18.413
65.037,59.685,35.469
59.083,63.043,17.257
63.475,61.529,18.438
61.42,59.824,17.997
62.469,58.586,17.593
61.347,59.962,17.542
59.439,63.019,16.514
61.441,61.009,17.155
60.433,63.567,16.956
64.12,64.384,16.685
61.934,62,16.539
60.14,63.652,16.913
54.202,60.39,16.565
53,57,16.539
52.966,56.091,16.397
55.533,53.097,15.892
53.533,48.097,15.892
54.5,44.124,15.843
50.128,45.406,16.814
48.027,41.715,16.913
45.56,40.014,16.785
43.667,40.675,17.132
42.032,40.767,16.824
40.587,47.081,16.995
40.081,52.471,16.901
37.396,52.383,17.387
33.627,51.159,17.289
33.702,47.798,17.675
35.683,51.549,16.966
35.865,56.647,16.642
36.194,56.406,16.732
37.372,58.615,17.044
36.48,57.643,17.089
37.195,59.614,16.447
40.978,59.038,15.387
44,61,15.435
47.367,61.878,15.586
46.064,59.43,14.96
46.164,61.468,14.926
42.598,64.106,15.62
42.989,66.183,15.308
42.918,67.049,15.4
42.505,66.203,15.315
46.415,69.913,15.358
47.09,65.258,15.212
49.652,64.16,15.54
47.945,65.934,15.338
47.5,70.065,16.629
49.946,75.005,16.255
53.453,73.533,17
54.225,74.569,16.779
52.96,76.466,16.996
53.967,72.976,16.585
52.99,76.057,16.445
53.478,77.663,16.31
50.373,78.061,16.526
53.412,76.975,16.104
56.134,76,16.463
54.164,76.618,16.867
55.908,75.847,15.871
56.476,75.037,15.7
56,73,15.341
57.945,71.934,15.338
59.066,73,15.341
53.939,72.145,15.251
51.535,73.235,15.521
49.326,78.084,15.665
48.924,77.03,15.953
51.351,75.838,15.711
50.945,75.934,15.338
48.261,79.074,15.571
51.389,80.947,15.66
48.605,84.232,15.446
49.446,87.071,15.388
48.028,83.747,15.213
47.417,83.797,15.541
43.563,84.126,15.659
41.063,89.506,15.081
40.291,91.026,15.616
39.141,85.688,16.027
37.433,83.072,15.845
37.775,81.855,16.051
37.385,80.859,15.754
38.183,80.639,16.359
36.533,82.097,15.892
34.82,81.946,16.269
32.145,78.416,16.908
32.402,79.598,17.169
34.326,79.492,17.471
32.091,76.701,18.102
29.879,81.895,17.504
27.104,81.199,17.95
28.026,77.969,17.148
27.63,80.089,17.361
24.423,79.291,17.103
23.238,74.439,16.615
23.451,77.51,16.353
25.876,78.053,16.452
22.918,77.425,16.299
25.534,73.902,15.796
27,80.239,16.087
24.848,79.048,16.51
28.07,80.836,16.1
22.97,80.97,15.944
27.534,79.902,15.796
27.952,78,16.351
30.047,77.373,16.503
31.9,74.623,16.861
28.191,78.73,16.662
30.708,74.648,17.364
25.14,70.325,17.195
22.094,70.004,18.085
24.314,70.167,17.782
24.423,71.129,17.897
29.829,72.86,17.171
33.621,71.758,17.108
36.53,75.972,16.648
40.065,84.874,15.991
37.884,81.25,16.708
