112.07,23.931,14.366
111.96,23.608,14.911
110.03,28.037,14.548
113.46,29.097,14.593
110.7,32.512,14.781
109.11,34.962,14.428
112.57,32.94,14.742
109.6,36.964,14.693
104,37.214,14.389
104.54,38.904,14.694
104.3,36.122,14.554
107.38,35.055,14.603
106.75,34.178,14.523
104.21,33.927,14.574
105.03,32.962,14.32
104.93,31.854,14.268
105.46,34.976,14.593
105.93,32.931,14.366
103.03,31.038,14.428
103.07,35.069,14.366
102.61,35.532,14.912
102.6,38.537,15.118
106.83,42.55,14.826
109.86,39.649,14.764
113.88,39.294,15.171
111.21,38.115,15.012
112.55,41.684,14.971
114.87,40,16.074
108.98,43.038,15.387
110.93,45.922,15.241
111.58,46.832,15.705
116.98,48.414,16.63
118.67,51.384,17.289
118.73,50.491,17.389
113.86,47.122,17.536
112.55,46.558,17.639
113.85,47.543,17.851
112.82,45.112,17.939
109.01,44.516,17.729
112.55,46.008,17.97
112.9,46.589,35.121
110.86,47.574,18.357
110.27,46.835,35.419
110.9,45.841,35.105
111.34,44.481,35.067
109.4,43.298,33.865
106.56,39.972,17.84
105.53,38.528,17.41
103.96,44.59,16.736
101.41,46.602,16.841
99.059,47.505,16.855
99.79,46.728,16.977
97.658,46.073,16.835
101.76,43.749,16.936
102.33,41.491,17.29
103.94,35.057,16.537
111.79,35.465,16.567
111.3,34.587,17.431
109.14,38.892,17.939
110.21,34.187,17.956
109.5,34.587,35.163
106.06,39.328,17.608
106.54,39.555,18.169
110.51,41.891,17.902
108.99,41.05,18.32
108.72,40.509,17.383
112.87,38.218,17.991
112.29,38.468,17.262
112.53,37.528,17.41
108.39,36.504,17.548
111.95,41.466,16.828
112.94,48.995,16.255
119.15,52.182,16.643
118.85,51.576,17.777
114.06,52.196,16.614
110.35,55.984,15.706
106.94,60.512,14.855
108.51,60.795,15.663
107.51,58.061,15.941
104,54.576,14.963
104.54,54.48,15.132
100.06,51.715,15.271
100.91,51.039,15.19
100.96,48.473,14.793
99.552,48.773,14.878
102.47,46.469,14.997
104.01,48.422,14.654
99.382,49.909,14.602
99.988,49.434,14.644
100.59,48.59,14.91
98.114,43.994,15.048
99.964,46.395,14.693
97.461,48.024,14.694
96.665,47.659,14.933
97.16,44.467,14.814
94.696,43.88,15.404
99.418,44.836,15.615
99,46,15.24
99,46.288,15.16
101.57,46.22,15.331
100.85,40.824,15.103
98.41,41.169,15.336
100.42,40.208,15.148
102.14,43.429,14.864
103.94,41.068,15.14
107,39.577,14.743
108.07,40.931,14.366
108.72,40.067,14.555
108.94,39.512,14.644
110.56,38.626,14.961
108.98,36.539,14.694
108.64,38.054,14.651
110.69,37.288,14.781
110.68,35.698,14.895
109.7,38.477,14.873
106.46,37.48,14.904
106.3,35.563,14.96
102.57,38.012,14.644
102.12,39.637,14.755
100.86,40.649,14.764
97.08,40.966,14.998
100.38,42.416,14.929
100.33,47.673,14.82
100.41,46.079,15.122
99.917,49.714,14.772
101.07,50.006,14.49
102.47,52.469,15.016
103.1,47.969,14.429
103.1,46.037,14.548
105.99,47.714,14.77
107.96,44.473,14.693
108.39,45.274,15.018
103.02,43.461,14.694
98.94,42.435,14.742
100,40.5,14.841
99.483,40.698,14.878
101.08,49.315,14.613
99.469,49.354,15.016
97.628,50.64,14.894
96.692,53.366,14.864
96.39,52.113,15.085
97.934,54.361,14.642
98.674,56.865,15.125
98.099,58.456,14.912
92.64,58.944,15.123
95.056,56.932,15.14
97.884,52.077,15.351
100.46,54.984,15.352
100.11,55,15.24
101.36,54.176,15.813
98.516,55.6,16.991
104.84,55.054,16.141
103.97,52.931,16.126
102.07,48.95,15.985
103.25,46.874,16.006
106.79,45.094,16.128
105.93,53.759,16.176
106.85,52.929,15.956
108.41,52.112,16.007
106.53,45.12,15.718
103.36,41.516,15.365
107.57,40,15.469
107.94,37.86,15.239
105.03,38.106,15.288
105.22,38.172,15.029
102.6,36.275,14.829
101.46,39.48,15.006
99.036,40.605,14.693
101.13,40.506,14.755
98.135,40.429,14.864
99.994,37.435,14.855
98.97,35.675,14.813
98.829,37.863,15.053
98.171,40.137,15.053
100.57,34.983,15.118
102.57,36.984,15.3
101.92,33.185,15.209
100.9,35.544,14.912
97,36,15.75
101.48,36.536,16.401
95.818,36.128,16.18
97.118,35.708,16.522
101.13,33.184,16.104
109.47,30.974,15.797
114.9,34.462,16.427
116.53,37.704,17.336
112.72,42.004,17.264
110.39,46.595,17.296
111.11,47.679,34.735
111.12,49.845,33.654
111.01,49.39,35.812
110.68,49.022,35.615
109.51,47.722,33.733
108.35,46.53,34.695
107.2,45.836,35.09
105.89,45.325,34.633
101.91,45.923,31.226
101.1,45.804,35.046
99.912,45.865,34.685
99.738,45.523,35.602
99.254,45.21,35.693
98.469,45.553,35.217
98.961,44.833,35.448
99.44,43.234,34.797
105.97,43.089,17.497
105.92,46.234,30.322
103.95,48.532,30.378
102.66,49.99,34.121
101.23,48.643,32.893
100.68,48.217,35.598
101.27,48.878,35.289
103.32,49.297,34.256
103.6,49.377,35.482
104.09,48.709,35.435
106.88,47.462,30.542
108.5,46.756,32.533
110.44,47.732,34.126
116.96,49.091,17.238
116.37,49.535,35.238
114.18,50.479,18.518
112.82,50.863,18.688
112.39,47.939,17.82
117.35,47.069,17.773
116.05,47.631,17.63
116.36,50.571,17.058
115.51,51.551,17.371
118.03,56.976,16.397
117.07,59,16.539
117.1,56.848,16.222
116.47,57.098,15.796
116.41,55.964,15.893
113.01,55.435,16.672
115.37,59.801,15.498
119.03,63.051,15.193
117.06,62.932,15.14
119.77,64.48,14.945
118.46,62.984,15.434
120.54,64.235,15.364
123.98,64.962,15.387
125.41,65.984,15.61
128.15,70.108,16.229
123.84,68.586,16.432
119.28,68.975,16.148
120.45,67.071,16.045
115.28,71.444,16.264
118.94,69.943,16.445
115.78,70.053,16.439
115.34,65.836,15.622
114.88,61.519,16.342
117.05,64.755,16.695
114.29,62.382,17.014
114.9,59.211,16.226
115.2,63.068,16.27
117,60,16.63
121.03,56.909,16.397
120.44,58.136,16.054
119.5,59.742,15.478
118.85,62.904,15.199
115.24,67,15.057
112.89,68.079,15.148
110.43,67.016,15.3
112.03,67.813,15.104
112.39,65.474,15.048
113.19,62.789,15.07
114.21,64.115,15.012
115.83,67.55,14.826
114.97,65.538,14.902
110.57,66.868,15.285
106.82,65.944,15.149
104.03,67.106,15.288
102.07,69.922,15.241
103.51,73.016,15.48
101.92,74.103,15.811
101.48,73.036,15.988
100.76,71,16.266
101.51,69.938,15.846
101.32,71.206,15.869
102.51,68.01,15.749
103.44,67.939,15.939
99.51,62.801,15.965
101.7,61.957,15.482
97.751,61.956,16.281
92.879,66.005,15.983
93.787,67.985,16.137
91.245,71.62,16.379
87.991,72.009,16.539
89.937,71.836,16.356
90.71,70.765,16.861
95.936,72.257,16.777
96.468,73.481,17.231
97.421,75.357,17.423
96.444,74.954,17.526
97.426,76.33,17.218
95.604,79.387,17.203
98.533,75.414,17.067
99.402,78.167,17.542
101.27,71.574,16.927
99.5,65,16.947
101.44,63.778,17.397
96.589,68.986,16.814
98.122,70.004,18.093
99.855,71.191,18.135
99.595,71.37,17.079
98.846,73.461,17.612
95.939,72.616,18.373
97.446,71.554,17.639
95.012,67.401,17.651
95.409,67.911,17.445
88.082,67.516,16.816
87.406,64.406,17.155
84.612,59.5,17.284
87.009,57.803,17.339
85.947,55.619,17.727
84.42,53.42,17.237
81.758,51.251,16.936
84.164,49.696,16.605
81.768,47.75,16.978
83.468,48.916,17.444
83.51,48.061,15.941
86.452,50.323,15.487
84.061,52.296,15.272
89.124,54.891,16.082
84.764,55.358,17.178
91.81,57.005,16.268
92.698,61.596,17.007
92.53,66.092,16.745
93.313,67.5,17.215
91.5,63.5,17.364
